link;model;waist;weight;hips;bust;height;attractive
http://www.maxmodels.pl/modelka-jabuszkotamy.html;jabuszkotamy;59;51;82;79;170;1
http://www.maxmodels.pl/modelka-tearsinheavenn.html;tearsinheavenn;62;50;83;80;170;1
http://www.maxmodels.pl/modelka-ewella01.html;Ewella01;65;53;90;80;170;0
http://www.maxmodels.pl/modelka-vikidark.html;VikiDark;65;53;81;81;170;1
http://www.maxmodels.pl/modelka-k-l-a-u-d-i-a.html;k-l-a-u-d-i-a;68;58;82;82;170;0
http://www.maxmodels.pl/modelka-imelda.html;imelda;62;54;88;83;170;1
http://www.maxmodels.pl/modelka-anna_kural.html;anna_kural;66;52;90;83;170;0
http://www.maxmodels.pl/modelka-fatkitty.html;fatkitty;66;49;84;84;170;0
http://www.maxmodels.pl/modelka-asiablazinska.html;AsiaBlazinska;67;56;88;84;170;1
http://www.maxmodels.pl/modelka-rocketqueen1.html;rocketqueen1;68;53;96;84;170;1
http://www.maxmodels.pl/modelka-rosso.html;rosso;66;51;83;85;170;1
http://www.maxmodels.pl/modelka-mamiko.html;Mamiko;56;49;85;85;170;0
http://www.maxmodels.pl/modelka-xmarch19.html;xmarch19;70;54;89;85;170;1
http://www.maxmodels.pl/modelka-yell_ow.html;Yell_ow;60;50;90;85;170;0
http://www.maxmodels.pl/modelka-justine86.html;Justine86;70;60;90;85;170;0
http://www.maxmodels.pl/modelka-ginaruu.html;ginaruu;68;55;89;88;170;1
http://www.maxmodels.pl/modelka-madzialenkaczarna.html;MadziaLenkaCzarna;70;58;89;88;170;0
http://www.maxmodels.pl/modelka-zofka95.html;Zofka95;66;51;91;88;170;0
http://www.maxmodels.pl/modelka-nadia27.html;Nadia27;62;57;92;88;170;1
http://www.maxmodels.pl/modelka-sniegulina.html;Sniegulina;66;58;93;88;170;1
http://www.maxmodels.pl/modelka-sylwiashilla.html;SylwiaShilla;61;49;86;89;170;0
http://www.maxmodels.pl/modelka-night02.html;night02;59;48;90;90;170;0
http://www.maxmodels.pl/modelka-klaudia1306.html;Klaudia1306;69;61;90;90;170;1
http://www.maxmodels.pl/modelka-patiroma90.html;patiroma90;75;60;98;90;170;1
http://www.maxmodels.pl/modelka-pamela0.html;Pamela0;67;55;90;92;170;0
http://www.maxmodels.pl/modelka-arwena20.html;Arwena20;62;54;91;92;170;1
http://www.maxmodels.pl/modelka-wika19.html;Wika19;75;58;80;75;171;0
http://www.maxmodels.pl/modelka-deryaaoneteu.html;deryaaoneteu;61;50;90;80;171;0
http://www.maxmodels.pl/modelka-magdamatusz.html;magdamatusz;63;54;88;86;171;1
http://www.maxmodels.pl/modelka-usillymoron.html;usillymoron;64;54;88;88;171;1
http://www.maxmodels.pl/modelka-aniaarellano.html;AniaArellano;80;55;95;96;171;0
http://www.maxmodels.pl/modelka-hotosiemnascie.html;hotosiemnascie;60;58;84;75;172;1
http://www.maxmodels.pl/modelka-doe.html;doe;60;48;96;78;172;1
http://www.maxmodels.pl/modelka-jabluszko.html;jabluszko;62;57;89;86;172;0
